"","Day","Weekday","School","SchoolType","School_Zip","District","DistrictNumber","County","TEA_Description","NCES_Description","MetroStatus","AttendancePercent","AbsentPercent","CovidTotalCountyCases","CovidCountyPercentIncrease","CovidTotalStateCases","CovidStatePercentIncrease","HousholdMediumIncome","Population","White","Black","Native","Asian","Islander","Other","Two","Hispanic","PercentWithoutDegree","PercentFamilyPoverty","UnemploymentRate","Latitude","Longitude","PRCP","TMAX","TMIN"
"1",2020-08-17,"Monday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",100,0,3235,NA,569058,NA,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,95,68
"2",2020-08-18,"Tuesday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",100,0,3284,1.51468315301391,577220,1.43430019435629,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,88,65
"3",2020-08-19,"Wednesday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",100,0,3312,0.852618757612666,582623,0.93603825231281,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,92,65
"4",2020-08-20,"Thursday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",98.81,1.19,3374,1.8719806763285,587900,0.905731493607353,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,92,68
"5",2020-08-21,"Friday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",98.32,1.68,3444,2.07468879668049,593405,0.936383738731084,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,89,66
"6",2020-08-24,"Monday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",94.51,5.49,3571,3.68757259001162,607621,2.39566569206529,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,93,67
"7",2020-08-25,"Tuesday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",96.35,3.65,3650,2.21226547185662,613707,1.00161120171949,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,91,67
"8",2020-08-26,"Wednesday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",93.71,6.29,3748,2.68493150684932,619836,0.998685040255376,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,91,67
"9",2020-08-27,"Thursday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",93.56,6.44,3811,1.68089647812166,623647,0.614840054466015,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,93,66
"10",2020-08-28,"Friday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",90.92,9.08,3855,1.15455261086328,628492,0.776881793707007,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,96,68
"11",2020-08-31,"Monday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",92.21,7.79,3972,3.03501945525291,640317,1.88148775163408,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,94,67
"12",2020-09-01,"Tuesday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",95.19,4.81,4018,1.15810674723063,645534,0.814752692806842,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,86,67
"13",2020-09-02,"Wednesday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",95.69,4.31,4056,0.945744151319072,649844,0.667664290339465,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,89,65
"14",2020-09-03,"Thursday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",95.36,4.64,4149,2.29289940828403,653321,0.535051489280503,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0.2,84,63
"15",2020-09-04,"Friday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",96.86,3.14,4195,1.10870089178114,658789,0.836954575162907,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,93,61
"16",2020-09-07,"Monday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",NA,NA,4312,2.78903456495829,666209,1.1263090306608,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,90,64
"17",2020-09-08,"Tuesday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",93.89,6.11,4332,0.463821892393312,670427,0.63313464693513,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,91,63
"18",2020-09-09,"Wednesday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",92.74,7.26,4389,1.3157894736842,675149,0.704327242190428,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,76,41
"19",2020-09-10,"Thursday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",94.22,5.78,4446,1.29870129870129,677888,0.405688225858292,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0.02,44,40
"20",2020-09-11,"Friday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",95.38,4.62,4519,1.64192532613585,683295,0.79762438632931,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,56,42
"21",2020-09-14,"Monday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",94.39,5.61,4661,3.14228811684001,694547,1.64672652368303,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,82,57
"22",2020-09-15,"Tuesday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",95.38,4.62,4719,1.24436816133877,701509,1.00237996852626,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,78,58
"23",2020-09-16,"Wednesday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",96.21,3.79,4814,2.01313837677475,706034,0.645038053681413,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,83,58
"24",2020-09-17,"Thursday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",95.06,4.94,4867,1.10095554632323,710423,0.62164145069501,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,87,54
"25",2020-09-18,"Friday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",93.9,6.1,4948,1.66426957057735,713652,0.45451794212743,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,81,56
"26",2020-09-21,"Monday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",96.05,3.95,5073,2.52627324171382,744736,4.35562430988774,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,82,48
"27",2020-09-22,"Tuesday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",97.85,2.15,5115,0.827912477823767,749069,0.581816912301814,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,81,46
"28",2020-09-23,"Wednesday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",95.54,4.46,5185,1.36852394916911,753551,0.59834274279138,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,83,47
"29",2020-09-24,"Thursday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",96.53,3.47,5276,1.75506268081003,758379,0.640699833189795,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,82,54
"30",2020-09-25,"Friday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",95.87,4.13,5321,0.852918877937836,761644,0.430523524517423,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,91,55
"31",2020-09-29,"Tuesday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",95.6,4.4,5448,2.38676940424731,780543,2.4813429896382,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,67,42
"32",2020-09-30,"Wednesday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",97.04,2.96,5511,1.15638766519823,784027,0.446355934266274,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,81,42
"33",2020-10-01,"Thursday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",96.72,3.28,5581,1.27018689892942,788066,0.515160829920402,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,90,51
"34",2020-10-02,"Friday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",93.62,6.38,5634,0.949650600250851,793962,0.74816068704906,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,74,50
"35",2020-10-05,"Monday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",91.54,8.46,5781,2.60915867944622,806535,1.58357704776804,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,76,49
"36",2020-10-06,"Tuesday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",92.52,7.48,5810,0.501643314305489,811191,0.577284308802462,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,88,51
"37",2020-10-07,"Wednesday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",95.12,4.88,5850,0.688468158347666,817166,0.736571288389531,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,88,50
"38",2020-10-08,"Thursday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",97.41,2.59,5898,0.820512820512831,821732,0.558760398743963,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,90,55
"39",2020-10-09,"Friday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",95.65,4.35,5942,0.746015598507976,826241,0.54871904708591,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,86,55
"40",2020-10-12,"Monday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",NA,NA,6097,2.60854930999663,836807,1.27880364203665,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,93,53
"41",2020-10-13,"Tuesday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",95.82,4.18,6135,0.623257339675254,842316,0.658335793080123,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,93,49
"42",2020-10-14,"Wednesday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",95.82,4.18,6203,1.10839445802771,848168,0.694751138527594,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,89,48
"43",2020-10-15,"Thursday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",96.78,3.22,6255,0.83830404642915,853977,0.684887899567066,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,95,53
"44",2020-10-16,"Friday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",95.02,4.98,6321,1.05515587529976,859567,0.654584374052236,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,67,40
"45",2020-10-19,"Monday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",91.22,8.78,6536,3.40136054421769,874080,1.68840823344778,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,58,40
"46",2020-10-20,"Tuesday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",88.46,11.54,6614,1.19339045287639,879949,0.671448837634991,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,65,40
"47",2020-10-21,"Wednesday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",92.03,7.97,6687,1.1037193831267,886421,0.735497170858768,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,82,46
"48",2020-10-22,"Thursday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",95.61,4.39,6798,1.65993719156572,891714,0.597120329956091,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,82,58
"49",2020-10-23,"Friday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",92.85,7.15,6885,1.27978817299206,899390,0.860814117530961,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,84,41
"50",2020-10-26,"Monday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",91.21,8.79,7137,3.66013071895426,917240,1.9846785043196,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,43,25
"51",2020-10-27,"Tuesday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",100,0,7234,1.35911447386856,924475,0.788779381623139,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0.2,26,20
"52",2020-10-28,"Wednesday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",100,0,7296,0.857063865081553,932245,0.840477027502096,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0.8,32,22
"53",2020-10-29,"Thursday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",87.91,12.09,7424,1.75438596491229,939355,0.762675047868311,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0.05,38,30
"54",2020-10-30,"Friday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",90.82,9.18,7497,0.983297413793105,946023,0.709848779215516,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,55,37
"55",2020-11-02,"Monday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",94.38,5.62,7808,4.14832599706549,965780,2.08842702555858,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,67,40
"56",2020-11-03,"Tuesday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",95.43,4.57,7915,1.3703893442623,974292,0.881360144132204,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,71,40
"57",2020-11-04,"Wednesday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",100,0,8046,1.65508528111182,984919,1.09074076354934,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,75,42
"58",2020-11-05,"Thursday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",100,0,8207,2.00099428287348,993894,0.911242447348459,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,83,47
"59",2020-11-06,"Friday","A B Duncan Collegiate Elementary","Elementary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",100,0,8313,1.29158035823078,1003908,1.00755211320323,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,82,45
"60",2020-08-24,"Monday","D.A.E.P","Elementary/Secondary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",100,0,3571,NA,607621,NA,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,93,67
"61",2020-08-25,"Tuesday","D.A.E.P","Elementary/Secondary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",100,0,3650,2.21226547185662,613707,1.00161120171949,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,91,67
"62",2020-08-26,"Wednesday","D.A.E.P","Elementary/Secondary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",100,0,3748,2.68493150684932,619836,0.998685040255376,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,91,67
"63",2020-08-27,"Thursday","D.A.E.P","Elementary/Secondary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",100,0,3811,1.68089647812166,623647,0.614840054466015,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,93,66
"64",2020-08-28,"Friday","D.A.E.P","Elementary/Secondary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",0,100,3855,1.15455261086328,628492,0.776881793707007,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,96,68
"65",2020-08-31,"Monday","D.A.E.P","Elementary/Secondary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",0,100,3972,3.03501945525291,640317,1.88148775163408,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,94,67
"66",2020-09-01,"Tuesday","D.A.E.P","Elementary/Secondary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",100,0,4018,1.15810674723063,645534,0.814752692806842,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,86,67
"67",2020-09-02,"Wednesday","D.A.E.P","Elementary/Secondary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",50,50,4056,0.945744151319072,649844,0.667664290339465,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,89,65
"68",2020-09-03,"Thursday","D.A.E.P","Elementary/Secondary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",0,100,4149,2.29289940828403,653321,0.535051489280503,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0.2,84,63
"69",2020-09-04,"Friday","D.A.E.P","Elementary/Secondary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",0,100,4195,1.10870089178114,658789,0.836954575162907,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,93,61
"70",2020-09-07,"Monday","D.A.E.P","Elementary/Secondary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",NA,NA,4312,2.78903456495829,666209,1.1263090306608,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,90,64
"71",2020-09-08,"Tuesday","D.A.E.P","Elementary/Secondary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",0,100,4332,0.463821892393312,670427,0.63313464693513,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,91,63
"72",2020-09-09,"Wednesday","D.A.E.P","Elementary/Secondary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",100,0,4389,1.3157894736842,675149,0.704327242190428,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,76,41
"73",2020-09-10,"Thursday","D.A.E.P","Elementary/Secondary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",100,0,4446,1.29870129870129,677888,0.405688225858292,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0.02,44,40
"74",2020-09-11,"Friday","D.A.E.P","Elementary/Secondary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",100,0,4519,1.64192532613585,683295,0.79762438632931,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,56,42
"75",2020-09-14,"Monday","D.A.E.P","Elementary/Secondary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",0,100,4661,3.14228811684001,694547,1.64672652368303,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,82,57
"76",2020-09-15,"Tuesday","D.A.E.P","Elementary/Secondary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",50,50,4719,1.24436816133877,701509,1.00237996852626,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,78,58
"77",2020-09-16,"Wednesday","D.A.E.P","Elementary/Secondary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",0,100,4814,2.01313837677475,706034,0.645038053681413,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,83,58
"78",2020-09-17,"Thursday","D.A.E.P","Elementary/Secondary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",100,0,4867,1.10095554632323,710423,0.62164145069501,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,87,54
"79",2020-09-18,"Friday","D.A.E.P","Elementary/Secondary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",0,100,4948,1.66426957057735,713652,0.45451794212743,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,81,56
"80",2020-09-21,"Monday","D.A.E.P","Elementary/Secondary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",100,0,5073,2.52627324171382,744736,4.35562430988774,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,82,48
"81",2020-09-22,"Tuesday","D.A.E.P","Elementary/Secondary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",50,50,5115,0.827912477823767,749069,0.581816912301814,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,81,46
"82",2020-09-23,"Wednesday","D.A.E.P","Elementary/Secondary","79235","FLOYDADA ISD","077901","Floyd","Rural","Rural-Fringe","Non-Metro",100,0,5185,1.36852394916911,753551,0.59834274279138,46250,3470,37.64,4.09,0,0.14,0,0,0.4,57.72,26.6,15.1,5.8,33.941748,-101.30072,0,83,47
