"","Day","Weekday","School","SchoolType","School_Zip","District","DistrictNumber","County","TEA_Description","NCES_Description","MetroStatus","AttendancePercent","AbsentPercent","CovidTotalCountyCases","CovidCountyPercentIncrease","CovidTotalStateCases","CovidStatePercentIncrease","HousholdMediumIncome","Population","White","Black","Native","Asian","Islander","Other","Two","Hispanic","PercentWithoutDegree","PercentFamilyPoverty","UnemploymentRate","Latitude","Longitude","PRCP","TMAX","TMIN"
"640",2020-09-15,"Tuesday","Bang Elementary","Elementary","77064","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",94.83,5.17,121102,2.34087144643884,701509,1.00237996852626,70324,49790,29.41,13.42,0.17,16.51,0.07,1.11,1.82,37.49,16,10.8,4.3,29.923638,-95.55919,0,97,79
"641",2020-09-16,"Wednesday","Bang Elementary","Elementary","77064","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",94.85,5.15,121537,0.359201334412318,706034,0.645038053681413,70324,49790,29.41,13.42,0.17,16.51,0.07,1.11,1.82,37.49,16,10.8,4.3,29.923638,-95.55919,0,96,80
"642",2020-09-17,"Thursday","Bang Elementary","Elementary","77064","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",95.1,4.9,122397,0.707603445864224,710423,0.62164145069501,70324,49790,29.41,13.42,0.17,16.51,0.07,1.11,1.82,37.49,16,10.8,4.3,29.923638,-95.55919,0,92,79
"643",2020-09-18,"Friday","Bang Elementary","Elementary","77064","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",92.37,7.63,123216,0.669134047403119,713652,0.45451794212743,70324,49790,29.41,13.42,0.17,16.51,0.07,1.11,1.82,37.49,16,10.8,4.3,29.923638,-95.55919,0,92,77
"644",2020-09-21,"Monday","Bang Elementary","Elementary","77064","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",92.96,7.04,138723,12.5852162056876,744736,4.35562430988774,70324,49790,29.41,13.42,0.17,16.51,0.07,1.11,1.82,37.49,16,10.8,4.3,29.923638,-95.55919,3.82,78,71
"645",2020-09-22,"Tuesday","Bang Elementary","Elementary","77064","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",NA,NA,139253,0.382056328078262,749069,0.581816912301814,70324,49790,29.41,13.42,0.17,16.51,0.07,1.11,1.82,37.49,16,10.8,4.3,29.923638,-95.55919,7.32,82,74
"646",2020-09-23,"Wednesday","Bang Elementary","Elementary","77064","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",91.71,8.29,139799,0.392092091373253,753551,0.59834274279138,70324,49790,29.41,13.42,0.17,16.51,0.07,1.11,1.82,37.49,16,10.8,4.3,29.923638,-95.55919,0.12,81,72
"647",2020-09-24,"Thursday","Bang Elementary","Elementary","77064","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",93.93,6.07,140464,0.475682944799316,758379,0.640699833189795,70324,49790,29.41,13.42,0.17,16.51,0.07,1.11,1.82,37.49,16,10.8,4.3,29.923638,-95.55919,0,76,69
"648",2020-09-25,"Friday","Bang Elementary","Elementary","77064","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",91.66,8.34,141318,0.607984964118913,761644,0.430523524517423,70324,49790,29.41,13.42,0.17,16.51,0.07,1.11,1.82,37.49,16,10.8,4.3,29.923638,-95.55919,0,85,71
"649",2020-09-28,"Monday","Bang Elementary","Elementary","77064","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",94.82,5.18,142500,0.836411497473777,773679,1.58013455105011,70324,49790,29.41,13.42,0.17,16.51,0.07,1.11,1.82,37.49,16,10.8,4.3,29.923638,-95.55919,0.02,80,69
"650",2020-09-29,"Tuesday","Bang Elementary","Elementary","77064","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",95.18,4.82,143109,0.427368421052621,780543,0.887189648420073,70324,49790,29.41,13.42,0.17,16.51,0.07,1.11,1.82,37.49,16,10.8,4.3,29.923638,-95.55919,0,83,58
"651",2020-09-30,"Wednesday","Bang Elementary","Elementary","77064","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",95.07,4.93,143480,0.259242954670924,784027,0.446355934266274,70324,49790,29.41,13.42,0.17,16.51,0.07,1.11,1.82,37.49,16,10.8,4.3,29.923638,-95.55919,0,86,59
"652",2020-10-01,"Thursday","Bang Elementary","Elementary","77064","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",95.4,4.6,144329,0.591720100362414,788066,0.515160829920402,70324,49790,29.41,13.42,0.17,16.51,0.07,1.11,1.82,37.49,16,10.8,4.3,29.923638,-95.55919,0,90,61
"653",2020-10-02,"Friday","Bang Elementary","Elementary","77064","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",94.15,5.85,147034,1.87419021818207,793962,0.74816068704906,70324,49790,29.41,13.42,0.17,16.51,0.07,1.11,1.82,37.49,16,10.8,4.3,29.923638,-95.55919,0,84,63
"654",2020-10-05,"Monday","Bang Elementary","Elementary","77064","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",95.98,4.02,149069,1.38403362487587,806535,1.58357704776804,70324,49790,29.41,13.42,0.17,16.51,0.07,1.11,1.82,37.49,16,10.8,4.3,29.923638,-95.55919,0,84,68
"655",2020-10-06,"Tuesday","Bang Elementary","Elementary","77064","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",95.18,4.82,149604,0.358894203355486,811191,0.577284308802462,70324,49790,29.41,13.42,0.17,16.51,0.07,1.11,1.82,37.49,16,10.8,4.3,29.923638,-95.55919,0,87,66
"656",2020-10-07,"Wednesday","Bang Elementary","Elementary","77064","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",96.32,3.68,150229,0.417769578353511,817166,0.736571288389531,70324,49790,29.41,13.42,0.17,16.51,0.07,1.11,1.82,37.49,16,10.8,4.3,29.923638,-95.55919,0,89,64
"657",2020-10-08,"Thursday","Bang Elementary","Elementary","77064","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",95.23,4.77,150607,0.251615866443888,821732,0.558760398743963,70324,49790,29.41,13.42,0.17,16.51,0.07,1.11,1.82,37.49,16,10.8,4.3,29.923638,-95.55919,0,84,75
"658",2020-10-09,"Friday","Bang Elementary","Elementary","77064","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",92.3,7.7,151012,0.268911803568228,826241,0.54871904708591,70324,49790,29.41,13.42,0.17,16.51,0.07,1.11,1.82,37.49,16,10.8,4.3,29.923638,-95.55919,0.34,80,73
"659",2020-10-12,"Monday","Bang Elementary","Elementary","77064","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",93.06,6.94,152314,0.862183137763894,836807,1.27880364203665,70324,49790,29.41,13.42,0.17,16.51,0.07,1.11,1.82,37.49,16,10.8,4.3,29.923638,-95.55919,0,92,75
"660",2020-10-13,"Tuesday","Bang Elementary","Elementary","77064","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",94.8,5.2,152734,0.275746155967282,842316,0.658335793080123,70324,49790,29.41,13.42,0.17,16.51,0.07,1.11,1.82,37.49,16,10.8,4.3,29.923638,-95.55919,0,89,72
"661",2020-10-14,"Wednesday","Bang Elementary","Elementary","77064","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",95.73,4.27,153480,0.488430866735623,848168,0.694751138527594,70324,49790,29.41,13.42,0.17,16.51,0.07,1.11,1.82,37.49,16,10.8,4.3,29.923638,-95.55919,0,89,69
"662",2020-10-15,"Thursday","Bang Elementary","Elementary","77064","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",95.64,4.36,153840,0.234558248631744,853977,0.684887899567066,70324,49790,29.41,13.42,0.17,16.51,0.07,1.11,1.82,37.49,16,10.8,4.3,29.923638,-95.55919,0.43,93,71
"663",2020-10-16,"Friday","Bang Elementary","Elementary","77064","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",93.18,6.82,154435,0.386765470618822,859567,0.654584374052236,70324,49790,29.41,13.42,0.17,16.51,0.07,1.11,1.82,37.49,16,10.8,4.3,29.923638,-95.55919,0.12,77,57
"664",2020-10-19,"Monday","Bang Elementary","Elementary","77064","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",93.33,6.67,155635,0.777025933240516,874080,1.68840823344778,70324,49790,29.41,13.42,0.17,16.51,0.07,1.11,1.82,37.49,16,10.8,4.3,29.923638,-95.55919,0,87,75
"665",2020-10-20,"Tuesday","Bang Elementary","Elementary","77064","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",95.91,4.09,156065,0.27628746747197,879949,0.671448837634991,70324,49790,29.41,13.42,0.17,16.51,0.07,1.11,1.82,37.49,16,10.8,4.3,29.923638,-95.55919,0,87,72
"666",2020-10-21,"Wednesday","Bang Elementary","Elementary","77064","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",95.29,4.71,156911,0.542081824880669,886421,0.735497170858768,70324,49790,29.41,13.42,0.17,16.51,0.07,1.11,1.82,37.49,16,10.8,4.3,29.923638,-95.55919,0,87,73
"667",2020-10-22,"Thursday","Bang Elementary","Elementary","77064","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",95.74,4.26,157622,0.453123108003894,891714,0.597120329956091,70324,49790,29.41,13.42,0.17,16.51,0.07,1.11,1.82,37.49,16,10.8,4.3,29.923638,-95.55919,0,88,74
"668",2020-10-23,"Friday","Bang Elementary","Elementary","77064","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",93.28,6.72,158272,0.412378982629336,899390,0.860814117530961,70324,49790,29.41,13.42,0.17,16.51,0.07,1.11,1.82,37.49,16,10.8,4.3,29.923638,-95.55919,0.02,91,60
"669",2020-10-26,"Monday","Bang Elementary","Elementary","77064","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",95.3,4.7,160158,1.19161949049738,917240,1.9846785043196,70324,49790,29.41,13.42,0.17,16.51,0.07,1.11,1.82,37.49,16,10.8,4.3,29.923638,-95.55919,0,83,72
"670",2020-10-27,"Tuesday","Bang Elementary","Elementary","77064","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",94.19,5.81,160503,0.21541228037314,924475,0.788779381623139,70324,49790,29.41,13.42,0.17,16.51,0.07,1.11,1.82,37.49,16,10.8,4.3,29.923638,-95.55919,0.06,77,63
"671",2020-10-28,"Wednesday","Bang Elementary","Elementary","77064","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",94.56,5.44,161419,0.570705843504493,932245,0.840477027502096,70324,49790,29.41,13.42,0.17,16.51,0.07,1.11,1.82,37.49,16,10.8,4.3,29.923638,-95.55919,0.16,63,47
"672",2020-10-29,"Thursday","Bang Elementary","Elementary","77064","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",93.56,6.44,161872,0.280636108512633,939355,0.762675047868311,70324,49790,29.41,13.42,0.17,16.51,0.07,1.11,1.82,37.49,16,10.8,4.3,29.923638,-95.55919,0,67,46
"673",2020-10-30,"Friday","Bang Elementary","Elementary","77064","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",91.88,8.12,162501,0.388578630028658,946023,0.709848779215516,70324,49790,29.41,13.42,0.17,16.51,0.07,1.11,1.82,37.49,16,10.8,4.3,29.923638,-95.55919,0,70,50
"674",2020-11-02,"Monday","Bang Elementary","Elementary","77064","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",92.32,7.68,164184,1.03568593424042,965780,2.08842702555858,70324,49790,29.41,13.42,0.17,16.51,0.07,1.11,1.82,37.49,16,10.8,4.3,29.923638,-95.55919,0,74,49
"675",2020-11-03,"Tuesday","Bang Elementary","Elementary","77064","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",91.77,8.23,164743,0.340471665935782,974292,0.881360144132204,70324,49790,29.41,13.42,0.17,16.51,0.07,1.11,1.82,37.49,16,10.8,4.3,29.923638,-95.55919,0,77,50
"676",2020-09-08,"Tuesday","Birkes Elementary","Elementary","77095","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",100,0,112787,NA,670427,NA,94290,71878,47.31,13.41,0.16,12.11,0,0.26,1.95,24.8,7.3,4.8,5.2,29.896656,-95.64842,0.02,90,77
"677",2020-09-09,"Wednesday","Birkes Elementary","Elementary","77095","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",99.15,0.85,113515,0.645464459556511,675149,0.704327242190428,94290,71878,47.31,13.41,0.16,12.11,0,0.26,1.95,24.8,7.3,4.8,5.2,29.896656,-95.64842,0,93,80
"678",2020-09-10,"Thursday","Birkes Elementary","Elementary","77095","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",98.79,1.21,114258,0.65453904770294,677888,0.405688225858292,94290,71878,47.31,13.41,0.16,12.11,0,0.26,1.95,24.8,7.3,4.8,5.2,29.896656,-95.64842,0.36,94,75
"679",2020-09-11,"Friday","Birkes Elementary","Elementary","77095","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",97.81,2.19,115518,1.10276742109963,683295,0.79762438632931,94290,71878,47.31,13.41,0.16,12.11,0,0.26,1.95,24.8,7.3,4.8,5.2,29.896656,-95.64842,0,93,73
"680",2020-09-14,"Monday","Birkes Elementary","Elementary","77095","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",97.63,2.37,118332,2.43598400249312,694547,1.64672652368303,94290,71878,47.31,13.41,0.16,12.11,0,0.26,1.95,24.8,7.3,4.8,5.2,29.896656,-95.64842,0,94,79
"681",2020-09-15,"Tuesday","Birkes Elementary","Elementary","77095","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",97.82,2.18,121102,2.34087144643884,701509,1.00237996852626,94290,71878,47.31,13.41,0.16,12.11,0,0.26,1.95,24.8,7.3,4.8,5.2,29.896656,-95.64842,0,97,79
"682",2020-09-16,"Wednesday","Birkes Elementary","Elementary","77095","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",97.09,2.91,121537,0.359201334412318,706034,0.645038053681413,94290,71878,47.31,13.41,0.16,12.11,0,0.26,1.95,24.8,7.3,4.8,5.2,29.896656,-95.64842,0,96,80
"683",2020-09-17,"Thursday","Birkes Elementary","Elementary","77095","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",97.1,2.9,122397,0.707603445864224,710423,0.62164145069501,94290,71878,47.31,13.41,0.16,12.11,0,0.26,1.95,24.8,7.3,4.8,5.2,29.896656,-95.64842,0,92,79
"684",2020-09-18,"Friday","Birkes Elementary","Elementary","77095","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",96.09,3.91,123216,0.669134047403119,713652,0.45451794212743,94290,71878,47.31,13.41,0.16,12.11,0,0.26,1.95,24.8,7.3,4.8,5.2,29.896656,-95.64842,0,92,77
"685",2020-09-21,"Monday","Birkes Elementary","Elementary","77095","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",96.45,3.55,138723,12.5852162056876,744736,4.35562430988774,94290,71878,47.31,13.41,0.16,12.11,0,0.26,1.95,24.8,7.3,4.8,5.2,29.896656,-95.64842,3.82,78,71
"686",2020-09-22,"Tuesday","Birkes Elementary","Elementary","77095","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",NA,NA,139253,0.382056328078262,749069,0.581816912301814,94290,71878,47.31,13.41,0.16,12.11,0,0.26,1.95,24.8,7.3,4.8,5.2,29.896656,-95.64842,7.32,82,74
"687",2020-09-23,"Wednesday","Birkes Elementary","Elementary","77095","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",96.27,3.73,139799,0.392092091373253,753551,0.59834274279138,94290,71878,47.31,13.41,0.16,12.11,0,0.26,1.95,24.8,7.3,4.8,5.2,29.896656,-95.64842,0.12,81,72
"688",2020-09-24,"Thursday","Birkes Elementary","Elementary","77095","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",96.83,3.17,140464,0.475682944799316,758379,0.640699833189795,94290,71878,47.31,13.41,0.16,12.11,0,0.26,1.95,24.8,7.3,4.8,5.2,29.896656,-95.64842,0,76,69
"689",2020-09-25,"Friday","Birkes Elementary","Elementary","77095","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",95.91,4.09,141318,0.607984964118913,761644,0.430523524517423,94290,71878,47.31,13.41,0.16,12.11,0,0.26,1.95,24.8,7.3,4.8,5.2,29.896656,-95.64842,0,85,71
"690",2020-09-28,"Monday","Birkes Elementary","Elementary","77095","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",96.51,3.49,142500,0.836411497473777,773679,1.58013455105011,94290,71878,47.31,13.41,0.16,12.11,0,0.26,1.95,24.8,7.3,4.8,5.2,29.896656,-95.64842,0.02,80,69
"691",2020-09-29,"Tuesday","Birkes Elementary","Elementary","77095","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",96.79,3.21,143109,0.427368421052621,780543,0.887189648420073,94290,71878,47.31,13.41,0.16,12.11,0,0.26,1.95,24.8,7.3,4.8,5.2,29.896656,-95.64842,0,83,58
"692",2020-09-30,"Wednesday","Birkes Elementary","Elementary","77095","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",96.43,3.57,143480,0.259242954670924,784027,0.446355934266274,94290,71878,47.31,13.41,0.16,12.11,0,0.26,1.95,24.8,7.3,4.8,5.2,29.896656,-95.64842,0,86,59
"693",2020-10-01,"Thursday","Birkes Elementary","Elementary","77095","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",97.25,2.75,144329,0.591720100362414,788066,0.515160829920402,94290,71878,47.31,13.41,0.16,12.11,0,0.26,1.95,24.8,7.3,4.8,5.2,29.896656,-95.64842,0,90,61
"694",2020-10-02,"Friday","Birkes Elementary","Elementary","77095","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",95.18,4.82,147034,1.87419021818207,793962,0.74816068704906,94290,71878,47.31,13.41,0.16,12.11,0,0.26,1.95,24.8,7.3,4.8,5.2,29.896656,-95.64842,0,84,63
"695",2020-10-05,"Monday","Birkes Elementary","Elementary","77095","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",96.11,3.89,149069,1.38403362487587,806535,1.58357704776804,94290,71878,47.31,13.41,0.16,12.11,0,0.26,1.95,24.8,7.3,4.8,5.2,29.896656,-95.64842,0,84,68
"696",2020-10-06,"Tuesday","Birkes Elementary","Elementary","77095","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",96.75,3.25,149604,0.358894203355486,811191,0.577284308802462,94290,71878,47.31,13.41,0.16,12.11,0,0.26,1.95,24.8,7.3,4.8,5.2,29.896656,-95.64842,0,87,66
"697",2020-10-07,"Wednesday","Birkes Elementary","Elementary","77095","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",95.1,4.9,150229,0.417769578353511,817166,0.736571288389531,94290,71878,47.31,13.41,0.16,12.11,0,0.26,1.95,24.8,7.3,4.8,5.2,29.896656,-95.64842,0,89,64
"698",2020-10-08,"Thursday","Birkes Elementary","Elementary","77095","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",97.39,2.61,150607,0.251615866443888,821732,0.558760398743963,94290,71878,47.31,13.41,0.16,12.11,0,0.26,1.95,24.8,7.3,4.8,5.2,29.896656,-95.64842,0,84,75
"699",2020-10-09,"Friday","Birkes Elementary","Elementary","77095","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",95.74,4.26,151012,0.268911803568228,826241,0.54871904708591,94290,71878,47.31,13.41,0.16,12.11,0,0.26,1.95,24.8,7.3,4.8,5.2,29.896656,-95.64842,0.34,80,73
"700",2020-10-12,"Monday","Birkes Elementary","Elementary","77095","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",95.61,4.39,152314,0.862183137763894,836807,1.27880364203665,94290,71878,47.31,13.41,0.16,12.11,0,0.26,1.95,24.8,7.3,4.8,5.2,29.896656,-95.64842,0,92,75
"701",2020-10-13,"Tuesday","Birkes Elementary","Elementary","77095","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",96.89,3.11,152734,0.275746155967282,842316,0.658335793080123,94290,71878,47.31,13.41,0.16,12.11,0,0.26,1.95,24.8,7.3,4.8,5.2,29.896656,-95.64842,0,89,72
"702",2020-10-14,"Wednesday","Birkes Elementary","Elementary","77095","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",97.35,2.65,153480,0.488430866735623,848168,0.694751138527594,94290,71878,47.31,13.41,0.16,12.11,0,0.26,1.95,24.8,7.3,4.8,5.2,29.896656,-95.64842,0,89,69
"703",2020-10-15,"Thursday","Birkes Elementary","Elementary","77095","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",97.53,2.47,153840,0.234558248631744,853977,0.684887899567066,94290,71878,47.31,13.41,0.16,12.11,0,0.26,1.95,24.8,7.3,4.8,5.2,29.896656,-95.64842,0.43,93,71
"704",2020-10-16,"Friday","Birkes Elementary","Elementary","77095","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",96.16,3.84,154435,0.386765470618822,859567,0.654584374052236,94290,71878,47.31,13.41,0.16,12.11,0,0.26,1.95,24.8,7.3,4.8,5.2,29.896656,-95.64842,0.12,77,57
"705",2020-10-19,"Monday","Birkes Elementary","Elementary","77095","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",95.88,4.12,155635,0.777025933240516,874080,1.68840823344778,94290,71878,47.31,13.41,0.16,12.11,0,0.26,1.95,24.8,7.3,4.8,5.2,29.896656,-95.64842,0,87,75
"706",2020-10-20,"Tuesday","Birkes Elementary","Elementary","77095","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",96.89,3.11,156065,0.27628746747197,879949,0.671448837634991,94290,71878,47.31,13.41,0.16,12.11,0,0.26,1.95,24.8,7.3,4.8,5.2,29.896656,-95.64842,0,87,72
"707",2020-10-21,"Wednesday","Birkes Elementary","Elementary","77095","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",97.76,2.24,156911,0.542081824880669,886421,0.735497170858768,94290,71878,47.31,13.41,0.16,12.11,0,0.26,1.95,24.8,7.3,4.8,5.2,29.896656,-95.64842,0,87,73
"708",2020-10-22,"Thursday","Birkes Elementary","Elementary","77095","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",98.22,1.78,157622,0.453123108003894,891714,0.597120329956091,94290,71878,47.31,13.41,0.16,12.11,0,0.26,1.95,24.8,7.3,4.8,5.2,29.896656,-95.64842,0,88,74
"709",2020-10-23,"Friday","Birkes Elementary","Elementary","77095","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",96.84,3.16,158272,0.412378982629336,899390,0.860814117530961,94290,71878,47.31,13.41,0.16,12.11,0,0.26,1.95,24.8,7.3,4.8,5.2,29.896656,-95.64842,0.02,91,60
"710",2020-10-26,"Monday","Birkes Elementary","Elementary","77095","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",96.94,3.06,160158,1.19161949049738,917240,1.9846785043196,94290,71878,47.31,13.41,0.16,12.11,0,0.26,1.95,24.8,7.3,4.8,5.2,29.896656,-95.64842,0,83,72
"711",2020-10-27,"Tuesday","Birkes Elementary","Elementary","77095","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",96.85,3.15,160503,0.21541228037314,924475,0.788779381623139,94290,71878,47.31,13.41,0.16,12.11,0,0.26,1.95,24.8,7.3,4.8,5.2,29.896656,-95.64842,0.06,77,63
"712",2020-10-28,"Wednesday","Birkes Elementary","Elementary","77095","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",97.67,2.33,161419,0.570705843504493,932245,0.840477027502096,94290,71878,47.31,13.41,0.16,12.11,0,0.26,1.95,24.8,7.3,4.8,5.2,29.896656,-95.64842,0.16,63,47
"713",2020-10-29,"Thursday","Birkes Elementary","Elementary","77095","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",97.59,2.41,161872,0.280636108512633,939355,0.762675047868311,94290,71878,47.31,13.41,0.16,12.11,0,0.26,1.95,24.8,7.3,4.8,5.2,29.896656,-95.64842,0,67,46
"714",2020-10-30,"Friday","Birkes Elementary","Elementary","77095","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",96.72,3.28,162501,0.388578630028658,946023,0.709848779215516,94290,71878,47.31,13.41,0.16,12.11,0,0.26,1.95,24.8,7.3,4.8,5.2,29.896656,-95.64842,0,70,50
"715",2020-11-02,"Monday","Birkes Elementary","Elementary","77095","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",96.94,3.06,164184,1.03568593424042,965780,2.08842702555858,94290,71878,47.31,13.41,0.16,12.11,0,0.26,1.95,24.8,7.3,4.8,5.2,29.896656,-95.64842,0,74,49
"716",2020-11-03,"Tuesday","Birkes Elementary","Elementary","77095","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",95.8,4.2,164743,0.340471665935782,974292,0.881360144132204,94290,71878,47.31,13.41,0.16,12.11,0,0.26,1.95,24.8,7.3,4.8,5.2,29.896656,-95.64842,0,77,50
"717",2020-09-08,"Tuesday","Black Elementary","Elementary","77060","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",100,0,112787,NA,670427,NA,30342,44828,5.46,16.16,0.44,1.31,0.14,0.07,0.87,75.54,43.5,33.1,6.7,29.933367,-95.39916,0.02,90,77
"718",2020-09-09,"Wednesday","Black Elementary","Elementary","77060","CYPRESS-FAIRBANKS ISD","101907","Harris","Major Suburban","Suburb-Large","Metro",98.97,1.03,113515,0.645464459556511,675149,0.704327242190428,30342,44828,5.46,16.16,0.44,1.31,0.14,0.07,0.87,75.54,43.5,33.1,6.7,29.933367,-95.39916,0,93,80
